,head,variable,value
594,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi4
595,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1443
596,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1200
597,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi1945
598,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi675
599,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi129
600,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi244
601,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1060
602,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi903
603,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi1600
604,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi339
605,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi672
606,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi192
607,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi800
608,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi1090
609,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi517
610,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1503
611,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi283
612,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi142
613,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,prerequisite,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11
614,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1840
615,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1308
616,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi831
617,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi318
618,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi1003
619,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi1183
620,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1454
621,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,concept_vocab_index,vi175
622,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_5
623,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,prerequisite,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19
624,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi1740
625,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1282
626,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1942
627,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi52
628,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi142
629,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi173
630,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi635
631,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1740
632,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,prerequisite,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44
633,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi2014
634,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi283
635,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi1188
636,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi672
637,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1018
638,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,concept_vocab_index,vi1520
639,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi0
640,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi361
641,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1295
642,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi882
643,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi173
644,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi197
645,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi84
646,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,level,level_1
647,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi538
648,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi1454
649,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi602
650,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1874
651,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_5
652,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi312
653,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1474
654,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi751
655,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi879
656,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi1295
657,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi1789
658,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi129
659,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi361
660,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1054
661,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,l_text_topics,topic_10
662,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,level,level_1
663,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi2014
664,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi142
665,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1420
666,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi197
667,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1880
668,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi197
669,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi299
670,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi283
671,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,l_text_topics,topic_5
672,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1282
673,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi1503
674,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1925
675,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi675
676,Course1_W10-S2-L1_Introduction_0-37,prerequisite,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00
677,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi892
678,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi283
679,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi0
680,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi192
681,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,concept_vocab_index,vi204
682,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_2
683,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1740
684,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi192
685,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,prerequisite,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50
686,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_13
687,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1556
688,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1180
689,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi598
690,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1693
691,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1503
692,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1334
693,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1003
694,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1073
695,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1063
696,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1801
697,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1556
698,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1945
699,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi175
700,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi1783
701,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi1060
702,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi51
703,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi370
704,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi457
705,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi378
706,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi1503
707,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi0
708,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi335
709,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1840
710,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi1257
711,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi675
712,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1388
713,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi1652
714,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi675
715,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,l_text_topics,topic_2
716,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1740
717,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi238
718,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi4
719,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi675
720,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,prerequisite,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23
721,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1349
722,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,concept_vocab_index,vi192
723,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,l_text_topics,topic_12
724,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,level,level_3
725,Course1_W8-S1-L8_Summary_2-45,concept_vocab_index,vi1200
726,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1880
727,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,concept_vocab_index,vi675
728,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,l_text_topics,topic_12
729,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi675
730,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi52
731,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi740
732,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,prerequisite,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38
733,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi639
734,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1880
735,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1893
736,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,prerequisite,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52
737,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1376
738,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi288
739,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,prerequisite,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49
740,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1416
741,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi1003
742,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1789
743,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi204
744,Course2_W6-S1-L4_CKY_Example_21-52,l_text_topics,topic_5
745,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1003
746,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi370
747,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1503
748,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,level,level_1
749,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_3
750,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi197
751,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi653
752,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1683
753,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi751
754,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi2039
755,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,prerequisite,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13
756,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1520
757,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi955
758,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1754
759,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi887
760,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1886
761,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi4
762,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi1956
763,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi460
764,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi4
765,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1324
766,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,l_text_topics,topic_0
767,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi179
768,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,level,level_2
769,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,level,level_3
770,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1132
771,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi0
772,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi819
773,Course1_W9-S2-L1_Introduction_0-30,l_text_topics,topic_3
774,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi197
775,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1330
776,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,l_text_topics,topic_8
777,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1611
778,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,l_text_topics,topic_8
779,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi179
780,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi1257
781,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi892
782,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1200
783,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi2039
784,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi2039
785,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi0
786,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi2069
787,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1683
788,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi599
789,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi263
790,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi675
791,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi81
792,Course2_W3-S1-L2_Naive_Bayes_3-19,prerequisite,Course2_W3-S1-L1_What_is_Text_Classification_8-12
793,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2014
794,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1073
795,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi192
796,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1295
797,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi812
798,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1003
799,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi175
800,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi173
801,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi129
802,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi129
803,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi326
804,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi1171
805,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1078
806,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,l_text_topics,topic_1
807,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi435
808,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1840
809,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi90
810,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi1926
811,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1600
812,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi675
813,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,l_text_topics,topic_3
814,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi435
815,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,level,level_2
816,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,topic_8
817,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1098
818,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi871
819,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi1789
820,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi288
821,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi378
822,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi0
823,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi192
824,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi173
825,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi173
826,Course2_W8-S3-L4_Summarizing_Multiple_Documents,l_text_topics,topic_8
827,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi175
828,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,concept_vocab_index,vi238
829,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1295
830,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,prerequisite,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03
831,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi1770
832,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1132
833,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1840
834,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1579
835,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi653
836,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi675
837,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi892
838,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi175
839,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,prerequisite,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02
840,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi598
841,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi318
842,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi263
843,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi831
844,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1388
845,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi986
846,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi420
847,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi758
848,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,level,level_1
849,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1282
850,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1188
851,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi1840
852,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi675
853,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1789
854,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi1942
855,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi1832
856,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1003
857,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1056
858,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi90
859,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1424
860,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1236
861,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi1075
862,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi238
