0.88032997,-1.2835745,-1.6691883,-4.7938156,0.10710183,-3.405626,4.3909025,2.1762438,-0.25346068,0.6450747,-1.0127811,-6.631817,1.4363614,1.8451985,4.3275156,-2.776369,2.6665022,-2.5876372,0.7979918,2.1118276,-2.5636091,1.4428205,3.2428546,1.5910338,-1.8248494,-3.7292597,1.385698,2.0438592,-3.2816699,3.6047726,1.2107147,0.3448953,3.6118786,-4.941234,1.2749968,-3.6903007,1.16989,4.920182,1.5325575,3.1649735,3.0564032,-3.4911437,1.8039175,-1.9661186,-3.5048378,-0.18606694,-0.118452564,1.4022324,2.841533,5.8590198
-0.35929933,-0.4947173,-1.693327,2.5691388,4.254373,2.4271162,2.0434985,-3.1594415,3.465293,2.943623,-3.9953485,-3.6506205,-2.512055,2.9338357,4.7086635,-2.630367,3.830771,-3.3388007,2.982294,-3.2439685,-2.6694388,0.6823872,2.3687673,-0.7938011,-1.0755241,-3.2776508,-4.7823334,2.814597,1.3288833,3.7269366,-3.171786,2.4018483,-1.0839489,-2.7243776,2.8324833,-2.7207625,-1.0307125,-1.9395168,3.3448548,1.2077401,2.9773743,-0.19406132,2.6163344,-1.7729151,-2.0532613,-3.9020956,-2.8388135,4.6183248,-5.442532,-1.7813474
5.7584376,-0.23988971,-1.2662104,-1.1438758,-0.8921981,1.4865739,3.7318792,-4.0185566,5.535546,-1.7093862,-0.1283864,-0.72533965,3.8351858,2.190397,0.68240845,-1.5419294,1.943104,-3.7718248,-0.19015208,1.0226442,-2.2776349,2.4120355,1.3724352,-1.8132735,-1.5964015,-4.6588645,-0.5845493,3.784769,1.3287714,-0.5637431,-0.43585005,0.63460803,-5.703816,1.7703866,1.7461853,1.7195992,-1.0773183,3.9491503,-4.08329,2.5632606,-1.0076983,-3.8101473,-0.96683687,3.4406948,-3.0259173,0.07764043,-1.118629,3.2915118,0.3866744,-1.4331291
-1.8053002,-6.8374066,-0.80997056,0.7757873,3.5256965,-2.6372623,0.41645822,0.06070679,2.1267326,1.9272404,-2.6248462,1.5523533,3.1750498,2.051041,5.198779,-2.0718658,4.762078,-3.3828878,0.7823815,-2.495894,-4.9951324,-1.1040558,4.8246317,0.025476336,1.497303,-3.3933663,-0.12295437,-1.1970489,2.8139548,5.240576,-0.76011735,1.765127,1.6686074,2.648737,1.8771784,-0.5801957,-1.3380221,-0.99901253,-0.10921579,1.5598954,2.9811642,-0.34439862,2.450003,-3.566493,-3.8235807,-1.5463674,-2.4828563,-0.57580495,-2.4445093,2.780825
-4.6694417,3.8773093,-2.3516712,-4.9009314,-0.98004425,-0.78440344,-2.9452531,-0.8409145,-0.15614274,0.9591008,-0.15479334,-3.2792525,0.19121642,3.1926332,2.8337986,-1.0840222,0.2691629,-1.00122,2.3998652,-3.0824146,0.15782224,-2.8088315,0.0738138,4.2548866,0.5602871,-2.8722236,-3.9100084,3.2053013,0.92376316,-1.4067018,-4.908939,1.777618,4.591758,2.780183,0.7345366,2.0461266,-2.5402598,-4.112433,0.9876833,1.5625424,-0.6616188,1.5543464,1.6647243,1.6219852,1.4252292,-1.0458169,-1.3556391,-3.1882195,0.5036905,-0.98650753
1.1874598,-0.42840144,-4.116438,-3.966385,3.0710154,-1.4345211,0.15530825,-4.376589,-2.659166,2.0509088,-1.963394,2.5251062,2.468622,4.4215426,0.30133784,-4.372116,0.8158641,-0.19461316,2.9472728,-3.4725006,-4.154178,3.652209,2.6619024,-0.9837261,-3.4756486,-4.7555456,-5.3928924,1.6008105,1.3063326,-0.23396346,-3.649683,2.1886084,-0.13263258,2.7448802,2.7028966,-0.78861344,-1.7192563,-1.062401,-1.1516472,3.5267406,2.826051,4.915463,2.9652147,1.365415,-2.1293168,-2.0069172,-2.612966,-1.0666604,-2.9401736,2.8023543
1.1440992,1.6417836,-0.4928831,-0.10130545,1.3048215,-2.790276,-0.9792991,-3.984781,1.2933596,1.2665431,-2.5706637,4.438751,3.7190852,-0.867659,-2.801723,-0.7312054,-1.8238418,-0.0872003,0.9694502,-2.022922,1.7588083,1.5115013,-6.798269,-0.6236507,-2.1142662,1.9661235,3.3817072,2.252796,0.14205383,3.0952291,-1.6211448,-0.3620376,0.787492,3.2722156,1.0445156,1.3960141,-2.1397974,-1.4505016,-4.590912,-0.03707398,2.0626857,2.6729255,1.3956406,-4.8277307,-3.0774875,-2.1489322,-2.6394129,4.303721,-4.588413,0.0040438827
4.94574,-0.16685565,-1.5971965,-0.88672376,2.9290907,-2.7821345,-0.23308447,-0.86031103,2.4724185,2.2661705,-2.1257546,0.68886787,1.8906188,3.094223,-0.24041526,-2.2140727,1.9574412,-2.6069853,2.3131297,-2.0375469,-3.6781971,-1.3615967,1.9774638,-1.2307558,-2.7435813,-2.2074862,-3.4929326,-4.077011,3.5136251,0.84003496,-1.033549,2.5119448,0.55633867,0.724513,2.5777986,-1.9472853,-1.3751826,2.0997498,-2.7873394,3.4443944,3.5961647,1.9452649,2.45003,-3.1269577,-3.4876828,-2.8868282,-2.036544,2.9180815,-2.8017402,1.0957555
-3.2362459,-4.768552,-2.4246392,-1.7139424,1.3803197,-0.35132435,1.6006383,-1.8301071,4.496949,0.22265817,-0.20721196,1.4996932,1.7739974,-0.3582604,2.4312472,1.0872284,-0.1097179,1.917259,1.9571458,-2.5839648,0.50754476,4.4664416,-4.517085,5.3566895,0.83399683,0.8246832,-0.4979676,-2.7908108,4.3853803,1.3144407,-1.439555,2.137377,2.9900858,2.7919269,-0.62553346,-0.7818425,-0.7351734,1.5389457,-3.9071193,1.9519452,0.06628956,2.4273853,-0.22753331,4.33148,1.3319896,0.09529898,-0.19184135,-1.6158922,-2.798521,-1.2756888
1.279033,-0.09592374,-2.7242699,2.2087424,4.4232025,-2.4255862,2.6392586,-1.5549216,0.8040448,4.144363,-2.830721,1.2038788,1.7563612,1.6900597,3.6006756,-2.7145972,4.029999,-0.15489009,4.138506,-0.1314596,-2.29554,1.4222869,0.16758561,-0.699123,-3.4324112,1.3475058,-4.1076694,-0.48160464,0.31342566,2.8911388,-2.674341,2.0918021,3.286127,0.6750176,2.0378075,-3.1486714,-2.5622568,3.2579088,2.215005,1.8109925,3.5969477,4.064472,3.0208032,0.6628522,0.46891755,-4.2629056,-1.8160052,1.3913176,-4.229607,-2.2618093
