,head,variable,value
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_1
1,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_2
2,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_6
3,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_7
4,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_9
5,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_11
6,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_14
7,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_1
8,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_2
9,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_7
10,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_9
11,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_10
12,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_5
13,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_7
14,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_9
15,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,l_text_topics,topic_13
16,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_1
17,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_6
18,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_9
19,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_13
20,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,l_text_topics,topic_12
21,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,l_text_topics,topic_13
22,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,l_text_topics,topic_12
23,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,l_text_topics,topic_13
24,Course1_W1-S2-L5_Trigram_Language_Models_9-40,l_text_topics,topic_13
25,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,l_text_topics,topic_13
26,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,l_text_topics,topic_13
27,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,topic_6
28,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,l_text_topics,topic_13
29,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,topic_5
30,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,topic_13
31,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,l_text_topics,topic_5
32,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,l_text_topics,topic_12
33,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,l_text_topics,topic_13
34,Course1_W1-S3-L5_Summary_2-31,l_text_topics,topic_4
35,Course1_W1-S3-L5_Summary_2-31,l_text_topics,topic_13
36,Course1_W10-S1-L1_Introduction_1-02,l_text_topics,topic_2
37,Course1_W10-S1-L1_Introduction_1-02,l_text_topics,topic_8
38,Course1_W10-S1-L2_Recap_of_GLMs_7-40,l_text_topics,topic_8
39,Course1_W10-S1-L2_Recap_of_GLMs_7-40,l_text_topics,topic_13
40,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,l_text_topics,topic_2
41,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,l_text_topics,topic_8
42,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,l_text_topics,topic_9
43,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,l_text_topics,topic_8
44,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,l_text_topics,topic_11
45,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,l_text_topics,topic_8
46,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,l_text_topics,topic_2
47,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,l_text_topics,topic_8
48,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,l_text_topics,topic_11
49,Course1_W10-S2-L1_Introduction_0-37,l_text_topics,topic_2
50,Course1_W10-S2-L1_Introduction_0-37,l_text_topics,topic_8
51,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,l_text_topics,topic_2
52,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,l_text_topics,topic_1
53,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,l_text_topics,topic_2
54,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,l_text_topics,topic_4
55,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,l_text_topics,topic_9
56,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,l_text_topics,topic_2
57,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,l_text_topics,topic_8
58,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_2
59,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_8
60,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,l_text_topics,topic_2
61,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,l_text_topics,topic_8
62,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_2
63,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_8
64,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_13
65,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,topic_1
66,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,topic_2
67,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,topic_8
68,Course1_W2-S1-L1_The_Tagging_Problem_10-01,l_text_topics,topic_9
69,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,l_text_topics,topic_13
70,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,l_text_topics,topic_9
71,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,l_text_topics,topic_13
72,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,topic_8
73,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,l_text_topics,topic_13
74,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,l_text_topics,topic_9
75,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,l_text_topics,topic_13
76,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,l_text_topics,topic_8
77,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,l_text_topics,topic_9
78,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,l_text_topics,topic_14
79,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_7
80,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_8
81,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_9
82,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_12
83,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_13
84,Course1_W2-S1-L8_Summary_1-50,l_text_topics,topic_2
85,Course1_W2-S1-L8_Summary_1-50,l_text_topics,topic_13
86,Course1_W2-S1-L8_Summary_1-50,l_text_topics,topic_14
87,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,l_text_topics,topic_10
88,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_2
89,Course1_W3-S1-L1_Introduction_0-28,l_text_topics,topic_7
90,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_1
91,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_2
92,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_9
93,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,l_text_topics,topic_11
94,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,topic_1
95,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,topic_8
96,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,l_text_topics,topic_9
97,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,l_text_topics,topic_9
98,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,l_text_topics,topic_10
99,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,l_text_topics,topic_12
100,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_1
101,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_2
102,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_5
103,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_10
104,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,l_text_topics,topic_1
105,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,l_text_topics,topic_9
106,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_1
107,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_2
108,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_5
109,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_9
110,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_12
111,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,topic_1
112,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,topic_9
113,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,topic_12
114,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,topic_1
115,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,topic_2
116,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,topic_9
117,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,topic_14
118,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_1
119,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_2
120,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_4
121,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_13
122,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_5
123,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_9
124,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_10
125,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_12
126,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,l_text_topics,topic_13
127,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,l_text_topics,topic_12
128,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,l_text_topics,topic_13
129,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,l_text_topics,topic_2
130,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,l_text_topics,topic_9
131,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,l_text_topics,topic_12
132,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,l_text_topics,topic_13
133,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,topic_9
134,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,topic_12
135,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,topic_13
136,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,l_text_topics,topic_12
137,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,l_text_topics,topic_13
138,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,topic_2
139,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,topic_10
140,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,l_text_topics,topic_13
141,Course1_W4-S2-L1_Introduction_00-17,l_text_topics,topic_2
142,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_1
143,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_2
144,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_10
145,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_12
146,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,l_text_topics,topic_13
147,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,topic_2
148,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,topic_12
149,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,l_text_topics,topic_13
150,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,l_text_topics,topic_2
151,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,l_text_topics,topic_12
152,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,l_text_topics,topic_13
153,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_2
154,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_4
155,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_10
156,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_12
157,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,l_text_topics,topic_13
158,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_2
159,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_6
160,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_8
161,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_13
162,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,l_text_topics,topic_2
163,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,l_text_topics,topic_13
164,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_7
165,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_9
166,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_14
167,Course1_W5-S1-L2_introduction_2-03,l_text_topics,topic_7
168,Course1_W5-S1-L2_introduction_2-03,l_text_topics,topic_9
169,Course1_W5-S1-L2_introduction_2-03,l_text_topics,topic_11
170,Course1_W5-S1-L3_Challenges_in_MT_8-06,l_text_topics,topic_1
171,Course1_W5-S1-L3_Challenges_in_MT_8-06,l_text_topics,topic_2
172,Course1_W5-S1-L3_Challenges_in_MT_8-06,l_text_topics,topic_9
173,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,l_text_topics,topic_1
174,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,l_text_topics,topic_9
175,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_7
176,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_9
177,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_10
178,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,l_text_topics,topic_9
179,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,topic_9
180,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,l_text_topics,topic_8
181,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,l_text_topics,topic_9
182,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,l_text_topics,topic_13
183,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_0
184,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_9
185,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_13
186,Course1_W5-S2-L4_IBM_Model_2_11-27,l_text_topics,topic_9
187,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,topic_9
188,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,topic_13
189,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_8
190,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_9
191,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,l_text_topics,topic_13
192,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_8
193,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_9
194,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_13
195,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,l_text_topics,topic_8
196,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,l_text_topics,topic_13
197,Course1_W5-S2-L9_Summary_1-48,l_text_topics,topic_8
198,Course1_W5-S2-L9_Summary_1-48,l_text_topics,topic_9
199,Course1_W6-S1-L1_Introduction_0-41,l_text_topics,topic_1
200,Course1_W6-S1-L1_Introduction_0-41,l_text_topics,topic_2
201,Course1_W6-S1-L1_Introduction_0-41,l_text_topics,topic_9
202,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,l_text_topics,topic_0
203,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,l_text_topics,topic_9
204,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,l_text_topics,topic_0
205,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,l_text_topics,topic_9
206,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,l_text_topics,topic_0
207,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,l_text_topics,topic_9
208,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,l_text_topics,topic_9
209,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_8
210,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_9
211,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,l_text_topics,topic_8
212,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,l_text_topics,topic_9
213,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,l_text_topics,topic_8
214,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,l_text_topics,topic_9
215,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,topic_8
216,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,topic_9
217,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,l_text_topics,topic_12
218,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,topic_8
219,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,topic_9
220,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,topic_8
221,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,topic_9
222,Course1_W7-S1-L1_Introduction_0-47,l_text_topics,topic_2
223,Course1_W7-S1-L1_Introduction_0-47,l_text_topics,topic_13
224,Course1_W7-S1-L2_Two_Example_Problems_11-19,l_text_topics,topic_4
225,Course1_W7-S1-L2_Two_Example_Problems_11-19,l_text_topics,topic_8
226,Course1_W7-S1-L2_Two_Example_Problems_11-19,l_text_topics,topic_13
227,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,l_text_topics,topic_2
228,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,l_text_topics,topic_8
229,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,l_text_topics,topic_13
230,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,topic_8
231,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,topic_13
232,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,topic_8
233,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,topic_13
234,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,l_text_topics,topic_8
235,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,l_text_topics,topic_13
236,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,l_text_topics,topic_8
237,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,l_text_topics,topic_13
238,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,l_text_topics,topic_8
239,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,l_text_topics,topic_13
240,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,l_text_topics,topic_13
241,Course1_W8-S1-L1_Introduction_1-41,l_text_topics,topic_2
242,Course1_W8-S1-L1_Introduction_1-41,l_text_topics,topic_13
243,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_1
244,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_2
245,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_8
246,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_9
247,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,l_text_topics,topic_13
248,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,l_text_topics,topic_7
249,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,l_text_topics,topic_9
250,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,l_text_topics,topic_13
251,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_8
252,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_13
253,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_8
254,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_13
255,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,topic_8
256,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,topic_9
257,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,l_text_topics,topic_13
258,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_7
259,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_8
260,Course1_W8-S1-L7_An_Example_Application_9-28,l_text_topics,topic_13
261,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_2
262,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_8
263,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_13
264,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_2
265,Course1_W8-S2-L1_Introduction_0-47,l_text_topics,topic_13
266,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_8
267,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_9
268,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_12
269,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_13
270,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_2
271,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,l_text_topics,topic_8
272,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,l_text_topics,topic_2
273,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,l_text_topics,topic_8
274,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_2
275,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_8
276,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_13
277,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_2
278,Course1_W8-S2-L6_Summary_1-12,l_text_topics,topic_8
279,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_8
280,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_11
281,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,l_text_topics,topic_11
282,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_2
283,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_8
284,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_11
285,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,l_text_topics,topic_13
286,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_2
287,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_8
288,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_11
289,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_13
