4.395166,-4.03308,-0.07475658,-1.5704964,0.28027683,-2.844639,4.683501,-1.0762005,2.376478,1.4771206,-1.7122749,-3.304342,0.15890364,1.5233989,1.3917602,-1.9745185,0.6980305,1.1445452,3.1723452,2.583382,1.2505823,3.454964,-1.8605523,-1.0991182,-1.566806,-0.93084896,-2.3058293,4.1861486,0.49300104,1.3065025,0.6031959,-0.15111546,-3.7469919,0.5200891,2.3609643,-1.2759454,-0.32380015,-4.0690136,0.20005211,3.7836313
2.5408344,-2.4861038,-0.94345754,-1.6140263,1.9654062,3.250878,0.38348413,-2.3874345,4.0586405,1.6060654,-2.123848,-4.4042177,1.1944479,1.8633244,2.7279804,-2.7347078,0.30283526,-2.2709577,4.2272196,0.57059276,-0.86876863,-2.441031,-2.760819,3.4168432,-1.6831905,-2.2404761,-1.6619381,-0.13214287,-2.0196464,2.3415692,-2.2302964,2.7071407,-0.7862941,-3.4030676,3.2186935,-2.27534,-1.8457551,0.6992133,-3.4482908,2.9759493
0.9637995,-4.0161805,-1.0214665,-0.5403895,0.95078844,4.4018164,3.0605206,1.1315207,0.11052862,2.4067543,0.031446073,-1.8732095,-0.12383354,0.09422878,-0.35023278,-2.625576,-3.3102243,-0.5469221,-0.8428431,-2.1626294,0.41472894,4.2484894,-1.6378505,4.2681117,-0.07444268,-2.001104,0.13510615,-1.773556,0.83648115,-0.5701767,-0.51895267,-2.0875485,-1.9075117,0.74983025,-1.3115846,-0.5828687,-0.9261555,-2.9369454,-0.6654693,2.024104
-1.4809484,-4.1008205,-4.5139747,-3.6650598,2.0280867,1.574124,-0.4308937,1.5057391,0.014789993,2.0838091,-1.0185566,2.6714444,1.594938,1.0842395,3.0134406,-2.7484987,-0.62683743,-0.1099728,0.6150127,-0.6671269,-1.7978652,2.3236394,-4.972421,1.5706252,-2.432577,-1.3024563,-2.0648124,3.2928922,-2.49524,1.9486163,-1.7813308,3.5203054,2.5348012,-1.2193083,1.4050529,-2.3527234,-2.278538,-1.1087012,-2.344949,3.4393864
1.6507949,2.9302979,0.88296777,-1.9414504,-0.20913708,-2.8913677,2.067176,-3.048423,-2.0434184,-1.818776,1.5216191,-0.8786036,1.1372283,1.0144212,2.5831697,2.4060116,4.296281,-1.4850839,1.7561907,-0.09873771,-2.067664,-2.6864316,0.8907337,1.6534861,-0.7691527,-1.9068909,-3.706338,3.2560666,-2.0935552,1.0399148,-1.1539445,-0.71243584,3.6636639,1.4618893,-0.028970791,-1.3441681,-1.3761294,1.1023438,-0.3369579,1.0086453
-2.2598836,3.1846113,-2.1151953,-3.5921948,2.532428,-1.199806,1.299329,-1.2536262,1.3495172,-0.058887832,0.19571906,-0.6914649,2.466946,2.7856789,2.5540667,-2.0897417,2.5841303,-2.3632798,0.58626866,-2.891924,-3.5901022,-0.8962843,-2.987116,0.5462575,-1.1156669,-2.8362396,-2.7626889,0.73355854,-2.9005713,0.7607635,-3.3651633,-1.4884634,2.9447415,0.81009877,0.39815146,-2.3101785,-2.5210245,1.2390804,-1.2492917,2.2775998
-1.5690751,1.6365184,-1.0175812,0.8103254,2.207261,-1.3239818,0.3608978,-1.7776554,2.0631375,0.4731053,-3.0186713,0.3418839,1.3391242,1.952071,0.47134736,-1.4215294,0.79823905,-3.0177672,0.46233284,-4.835157,-2.05097,1.7613128,1.2068455,0.12529093,-0.37702617,-1.6149343,0.15442097,-4.022956,-2.804458,1.2638408,-2.4124143,-4.688923,0.0040954053,1.2075105,1.8770274,-2.0070105,-0.9154775,-1.620038,1.3317837,-1.7635684
-0.6475913,-1.8288215,-2.9592316,-3.2189283,2.8475769,-1.4216758,2.4277446,-0.065710425,2.7125769,2.0207238,-1.9445819,-1.7660182,3.0750225,2.6071944,0.81476563,-3.020707,1.2293303,-0.8721129,1.4671023,-1.5663563,-1.6944549,2.1067362,-3.309383,2.2040434,-1.9157649,0.13505702,0.439933,-3.3540606,-2.6215398,2.3753242,-2.2846494,0.35843074,1.5365608,-3.4732654,1.0325913,-2.5494075,-1.7093213,1.9159024,-1.5077494,2.1252398
2.5432124,-0.30024797,-0.8255186,-0.029791914,0.029716814,0.928538,0.9104895,-1.4614961,-1.7640474,2.6241548,-1.0966572,0.8934038,2.987969,0.69283044,0.23738037,1.7661457,3.1705456,-2.2989569,-0.91965795,-3.0874732,1.7817461,-0.021166962,0.9210665,-1.765414,-1.2282507,-1.606264,-1.2538563,-3.0553007,2.4436152,1.7075119,0.13084441,3.2875128,0.25840908,-0.4568139,0.92317176,0.88627297,-1.333737,4.5397925,-1.6222835,-0.9968104
0.65260273,3.056296,-2.6277874,-0.20775023,2.3284583,-0.9993712,3.4622562,-1.6312865,1.5164032,1.6994221,-3.0017126,-0.7998167,2.298679,2.6052485,2.5164957,-1.387552,0.03958308,-0.6445275,0.70455295,-0.71070194,1.1279597,-1.8036323,-2.332819,0.27385142,-2.370502,-1.1502625,-1.9072871,-2.929306,-3.815264,3.1082406,-2.5476606,2.4662461,0.37373915,-3.931631,2.935433,-2.4284751,-1.8000926,1.5220234,-3.301881,0.48415288
-0.2227248,1.833796,-0.8409354,-0.41822287,2.0005069,0.34354368,-0.29387417,0.96664745,-1.5188094,1.6382512,-0.22858456,-0.23462577,2.3266478,0.109773934,1.5585784,-0.6364021,1.6501967,0.56359524,-1.6817827,-1.8114606,-0.75206846,-1.681391,0.25833735,-3.846473,-1.0902944,-0.53968436,-1.0331584,-0.7008972,0.8684727,1.3362383,-0.57858145,1.8948236,2.9422827,0.8178782,1.4435532,1.5310735,-0.3334833,3.7999575,-1.7772881,0.66458327
-1.9937305,0.60622555,-2.7148423,-0.70994514,3.8595316,4.2150683,0.60969305,-3.6471336,0.81514007,-0.603609,-1.6928757,2.6791842,2.9503107,-0.6754052,0.3705938,0.5505815,2.943323,-2.500034,0.75651973,-3.381173,1.360726,-4.0425944,4.287787,-2.315067,-0.3300318,-1.5344049,-0.81472445,3.323839,-0.07953325,2.3395052,-2.7717898,3.5265687,3.631583,-3.365323,2.2715914,-1.4398458,-0.5549071,-0.28622347,-2.0142615,1.3506349
-1.1248846,1.4424498,1.1993198,2.7580898,0.8141629,1.0749124,0.015077104,-2.5909743,-0.43850064,-3.7500596,1.3354577,2.3693264,0.983284,-2.5613406,0.07997163,1.5446799,-0.59858036,-0.81292635,0.8006489,-0.13006307,-0.5040795,-4.4500065,3.7766354,-1.2742951,3.0730205,0.23939347,0.9684303,1.0406268,-0.59101653,-0.497401,-1.2846054,-3.5482454,3.5111132,1.5842441,-0.2653065,1.5659142,2.48731,0.012666412,1.3212312,-1.9964494
-0.3926541,-2.7087057,-3.083384,-0.41626567,3.3976278,5.5120425,1.1482787,-4.5445733,3.499694,-0.27410373,-2.940513,-0.3607908,2.2756155,-0.510553,0.14291999,-0.24806376,1.17164,-2.379479,3.203638,-0.15994127,3.4893744,-4.7990675,1.8480933,-0.32618347,-0.37314838,-1.3644015,-0.52319735,4.123148,0.08230443,2.835471,-2.3148463,4.865875,0.0094935605,-5.299504,3.3190994,-1.9037561,-0.47852072,-2.7914767,-2.664182,2.4298456
-0.98286563,-2.351196,-0.03672238,2.8762488,2.7242463,3.7153802,0.8676072,-1.9125627,1.2604325,-2.5896442,0.13504206,1.062466,0.8737721,-2.6816423,-0.7790679,-1.1453953,-3.0892954,-0.2544567,0.22240654,-0.41519678,0.9047014,-2.1879497,2.5959651,0.4763572,2.837064,0.32279932,2.7291846,-1.6076995,-0.1508968,-0.40620562,-1.7200453,-2.7688532,1.1164906,-0.28184977,-0.27885792,1.236873,2.6029024,-1.3212998,0.40118694,-0.6536081
3.5001845,0.45056674,-0.063150615,-0.1239706,-0.76219124,-0.013126032,1.0283166,-1.5462052,-1.1807444,2.9436042,-0.16148439,-0.05261029,2.5990572,0.98616403,0.16266753,4.2104197,3.3985832,-2.029557,-0.58582485,-2.7221177,6.0170836,-0.765999,0.41188473,-1.328361,-1.5865182,-1.1225086,-1.1529325,-4.9937806,1.4888645,1.3011827,1.1264764,4.322095,-1.1301148,-1.6339933,0.88816774,1.5475073,-1.6131797,6.5573797,-1.853061,-1.0342379
0.752174,-0.08860697,1.7413504,1.5885267,-2.0179017,-0.24839655,0.16522667,0.7297409,-1.3503081,-0.76294565,1.1112213,0.41137412,-1.2405434,-1.4396676,-2.2286625,1.6168853,-1.074541,0.980156,-0.9491981,0.9280127,1.8010075,0.8262544,2.0519695,-0.63285047,1.2605247,1.2373,1.3231962,-0.26062253,2.3136718,-1.4279081,1.9426302,-0.51810694,-1.3909308,1.2119427,-1.6191539,1.6269082,1.4227921,-0.31922856,1.4789582,-1.5119829
3.0593486,-3.6965618,0.044320095,-1.6579499,-3.4963706,-3.4127169,3.6013157,1.4937216,-1.4706004,2.3416543,-2.4124348,-3.3429735,1.0746404,2.21249,1.5433927,-2.0238822,-2.1764436,5.491725,2.358525,5.2134633,4.1676207,3.0847797,2.6995134,-4.0962734,-2.4737544,-2.075394,-2.5361078,4.972162,-0.514686,2.122613,4.500925,-2.5616472,-5.951763,-0.54160607,2.6619864,-2.0308342,-1.0207739,-0.8393194,5.0385494,2.9785566
